"F80.1";"Expressive Sprachstörung";"N4T";"c";"Entwicklungsbedingte Dysphasie oder Aphasie, expressiver Typ";"Exkl.: Dysphasie und Aphasie o.n.A. (R47.0) Elektiver Mutismus (F94.0) Entwicklungsbedingte Dysphasie oder Aphasie, rezeptiver Typ (F80.2) Erworbene Aphasie mit Epilepsie [Landau-Kleffner-Syndrom] (F80.3) Intelligenzminderung (F70-F79) Tiefgreifende Entwicklungsstörungen (F84.-)";;"N";"4";"Eine umschriebene Entwicklungsstörung, bei der die Fähigkeit des Kindes, die expressiv gesprochene Sprache zu gebrauchen, deutlich unterhalb des seinem Intelligenzalter angemessenen Niveaus liegt, das Sprachverständnis liegt jedoch im Normbereich. Störungen der Artikulation können vorkommen.";;
"F80.2";"Rezeptive Sprachstörung";"N4T";"c";"Angeborene fehlende akustische Wahrnehmung Entwicklungsbedingt: . Dysphasie oder Aphasie, rezeptiver Typ . Wernicke-Aphasie Worttaubheit";"Exkl.: Autismus (F84.0-F84.1) Dysphasie und Aphasie: . expressiver Typ (F80.1) . o.n.A. (R47.0) Elektiver Mutismus (F94.0) Erworbene Aphasie mit Epilepsie [Landau-Kleffner-Syndrom] (F80.3) Intelligenzminderung (F70-F79) Sprachentwicklungsverzögerung infolge von Schwerhörigkeit oder Taubheit (H90-H91)";;"N";"4";"Eine umschriebene Entwicklungsstörung, bei der das Sprachverständnis des Kindes unterhalb des seinem Intelligenzalter angemessenen Niveaus liegt. In praktisch allen Fällen ist auch die expressive Sprache deutlich beeinflußt, Störungen in der Wort-Laut-Produktion sind häufig.";;
"F80.3";"Erworbene Aphasie mit Epilepsie [Landau-Kleffner-Syndrom]";"N4T";"c";;"Exkl.: Aphasie bei anderen desintegrativen Störungen des Kindesalters (F84.2-F84.3) Aphasie bei Autismus (F84.0-F84.1) Aphasie o.n.A. (R47.0)";;"N";"4";"Eine Störung, bei der ein Kind, welches vorher normale Fortschritte in der Sprachentwicklung gemacht hatte, sowohl rezeptive als auch expressive Sprachfertigkeiten verliert, die allgemeine Intelligenz aber erhalten bleibt. Der Beginn der Störung wird von paroxysmalen Auffälligkeiten im EEG begleitet und in der Mehrzahl der Fälle auch von epileptischen Anfällen. Typischerweise liegt der Beginn im Alter von 3-7 Jahren mit einem Verlust der Sprachfertigkeiten innerhalb von Tagen oder Wochen. Der zeitliche Zusammenhang zwischen dem Beginn der Krampfanfälle und dem Verlust der Sprache ist variabel, wobei das eine oder das andere um ein paar Monate bis zu zwei Jahren vorausgehen kann. Als möglicher Grund für diese Störung ist ein entzündlicher enzephalitischer Prozeß zu vermuten. Etwa zwei Drittel der Patienten behalten einen mehr oder weniger rezeptiven Sprachdefekt.";;
"F80.8";"Sonstige Entwicklungsstörungen des Sprechens oder der Sprache";"N4T";"c";"Lispeln";;;"N";"4";;;
"F80.9";"Entwicklungsstörung des Sprechens oder der Sprache, nicht näher bezeichnet";"N4T";"c";"Sprachstörung o.n.A.";;;"N";"4";;;
"F81.-";"Umschriebene Entwicklungsstörungen schulischer Fertigkeiten";"M3T";"c";;;;"M";"3";"Es handelt sich um Störungen, bei denen die normalen Muster des Fertigkeitserwerbs von frühen Entwicklungstadien an gestört sind. Dies ist nicht einfach Folge eines Mangels an Gelegenheit zu lernen es ist auch nicht allein als Folge einer Intelligenzminderung oder irgendeiner erworbenen Hirnschädigung oder -krankheit aufzufassen.";;
"F81.0";"Lese- und Rechtschreibstörung";"M4T";"c";"Entwicklungsdyslexie Umschriebene Lesestörung \"Leserückstand\"";"Exkl.: Alexie o.n.A. (R48.0) Dyslexie o.n.A. (R48.0) Leseverzögerung infolge emotionaler Störung (F93.-)";;"M";"4";"Das Hauptmerkmal ist eine umschriebene und bedeutsame Beeinträchtigung in der Entwicklung der Lesefertigkeiten, die nicht allein durch das Entwicklungsalter, Visusprobleme oder unangemessene Beschulung erklärbar ist. Das Leseverständnis, die Fähigkeit, gelesene Worte wiederzuerkennen, vorzulesen und Leistungen, für welche Lesefähigkeit nötig ist, können sämtlich betroffen sein. Bei umschriebenen Lesestörungen sind Rechtschreibstörungen häufig und persistieren oft bis in die Adoleszenz, auch wenn einige Fortschritte im Lesen gemacht werden. Umschriebene Entwicklungsstörungen des Lesens gehen Entwicklungsstörungen des Sprechens oder der Sprache voraus. Während der Schulzeit sind begleitende Störungen im emotionalen und Verhaltensbereich häufig.";;
"F81.1";"Isolierte Rechtschreibstörung";"N4T";"c";"Umschriebene Verzögerung der Rechtschreibfähigkeit (ohne Lesestörung)";"Exkl.: Agraphie o.n.A. (R48.8) Rechtschreibschwierigkeiten: . durch inadäquaten Unterricht (Z65.-) . mit Lesestörung (F81.0)";;"N";"4";"Es handelt sich um eine Störung, deren Hauptmerkmal in einer umschriebenen und bedeutsamen Beeinträchtigung der Entwicklung von Rechtschreibfertigkeiten besteht, ohne Vorgeschichte einer Lesestörung. Sie ist nicht allein durch ein zu niedriges Intelligenzalter, durch Visusprobleme oder unangemessene Beschulung erklärbar. Die Fähigkeiten, mündlich zu buchstabieren und Wörter korrekt zu schreiben, sind beide betroffen.";;
"F81.2";"Rechenstörung";"N4T";"c";"Entwicklungsbedingtes Gerstmann-Syndrom Entwicklungsstörung des Rechnens Entwicklungs-Akalkulie";"Exkl.: Akalkulie o.n.A. (R48.8) Kombinierte Störung schulischer Fertigkeiten (F81.3) Rechenschwierigkeiten, hauptsächlich durch inadäquaten Unterricht (Z65.-)";;"N";"4";"Diese Störung besteht in einer umschriebenen Beeinträchtigung von Rechenfertigkeiten, die nicht allein durch eine allgemeine Intelligenzminderung oder eine unangemessene Beschulung erklärbar ist. Das Defizit betrifft vor allem die Beherrschung grundlegender Rechenfertigkeiten, wie Addition, Subtraktion, Multiplikation und Division, weniger die höheren mathematischen Fertigkeiten, die für Algebra, Trigonometrie, Geometrie oder Differential- und Integralrechnung benötigt werden.";;
"F81.3";"Kombinierte Störungen schulischer Fertigkeiten";"M4T";"c";;"Exkl.: Isolierte Rechtschreibstörung (F81.1) Lese- und Rechtschreibstörung (F81.0) Rechenstörung (F81.2)";;"M";"4";"Dies ist eine schlecht definierte Restkategorie für Störungen mit deutlicher Beeinträchtigung der Rechen-, der Lese- und der Rechtschreibfähigkeiten. Die Störung ist jedoch nicht allein durch eine allgemeine Intelligenzminderung oder eine unangemessene Beschulung erklärbar. Sie soll für Störungen verwendet werden, die die Kriterien für F81.2 und F81.0 oder F81.1 erfüllen.";;
"F81.8";"Sonstige Entwicklungsstörungen schulischer Fertigkeiten";"N4T";"c";"Entwicklungsbedingte expressive Schreibstörung";;;"N";"4";;;
"F81.9";"Entwicklungsstörung schulischer Fertigkeiten, nicht näher bezeichnet";"N4T";"c";"Lernbehinderung o.n.A. Lernstörung o.n.A. Störung des Wissenserwerbs o.n.A.";;;"N";"4";;;
"F82";"Umschriebene Entwicklungsstörung der motorischen Funktionen";"M3T";"c";"Entwicklungsbedingte Koordinationsstörung Entwicklungsdyspraxie Syndrom des ungeschickten Kindes";"Exkl.: Koordinationsstörungen infolge einer Intelligenzminderung (F70-F79) Koordinationsverlust (R27.-) Störungen des Ganges und der Mobilität (R26.-)";;"M";"3";"Hauptmerkmal ist eine schwerwiegende Entwicklungsbeeinträchtigung der motorischen Koordination, die nicht allein durch eine Intelligenzminderung oder eine spezifische angeborene oder erworbene neurologische Störung erklärbar ist. In den meisten Fällen zeigt eine sorgfältige klinische Untersuchung dennoch deutliche entwicklungsneurologische Unreifezeichen wie choreoforme Bewegungen freigehaltener Glieder oder Spiegelbewegungen und andere begleitende motorische Merkmale, ebenso wie Zeichen einer mangelhaften fein- oder grobmotorischen Koordination.";;
"F83";"Kombinierte umschriebene Entwicklungsstörungen";"M3T";"c";;;;"M";"3";"Dies ist eine Restkategorie für Störungen, bei denen eine gewisse Mischung von umschriebenen Entwicklungsstörungen des Sprechens und der Sprache, schulischer Fertigkeiten und motorischer Funktionen vorliegt, von denen jedoch keine so dominiert, daß sie eine Hauptdiagnose rechtfertigt. Diese Mischkategorie soll nur dann verwendet werden, wenn weitgehende überschneidungen mit allen diesen umschriebenen Entwicklungsstörungen vorliegen. Meist sind die Störungen mit einem gewissen Grad an allgemeiner Beeinträchtigung kognitiver Funktionen verbunden. Sie ist also dann zu verwenden, wenn Funktionsstörungen vorliegen, welche die Kriterien von zwei oder mehr Kategorien von F80.-, F81.- und F82 erfüllen.";;
"F84.-";"Tiefgreifende Entwicklungsstörungen";"M3T";"c";;;;"M";"3";"Diese Gruppe von Störungen ist gekennzeichnet durch qualitative Abweichungen in den wechselseitigen sozialen Interaktionen und Kommunikationsmustern und durch ein eingeschränktes, stereotypes, sich wiederholendes Repertoire von Interessen und Aktivitäten. Diese qualitativen Auffälligkeiten sind in allen Situationen ein grundlegendes Funktionsmerkmal des betroffenen Kindes.";"Sollen alle begleitenden somatischen Zustandsbilder und Intelligenzminderung angegeben werden, sind zusätzliche Schlüsselnummern zu benutzen. Im Krankenhaus sollte diese Information immer verschlüsselt werden, wenn sie vorliegt.";
"F84.0";"Frühkindlicher Autismus";"N4T";"c";"Autistische Störung Frühkindliche Psychose Infantiler Autismus Kanner-Syndrom";"Exkl.: Autistische Psychopathie (F84.5)";;"N";"4";"Diese Form der tiefgreifenden Entwicklungsstörung ist durch eine abnorme oder beeinträchtigte Entwicklung definiert, die sich vor dem dritten Lebensjahr manifestiert. Sie ist außerdem gekennzeichnet durch ein charakteristisches Muster abnormer Funktionen in den folgenden psychopathologischen Bereichen: in der sozialen Interaktion, der Kommunikation und im eingeschränkten stereotyp repetitiven Verhalten. Neben diesen spezifischen diagnostischen Merkmalen zeigt sich häufig eine Vielzahl unspezifischer Probleme, wie Phobien, Schlaf- und Eßstörungen, Wutausbrüche und (autodestruktive) Aggression.";;
"F84.1";"Atypischer Autismus";"N4T";"c";"Atypische kindliche Psychose Intelligenzminderung mit autistischen Zügen";;;"N";"4";"Diese Form der tiefgreifenden Entwicklungsstörung unterscheidet sich vom frühkindlichen Autismus entweder durch das Alter bei Krankheitsbeginn oder dadurch, daß die diagnostischen Kriterien nicht in allen genannten Bereichen erfüllt werden. Diese Subkategorie sollte immer dann verwendet werden, wenn die abnorme oder beeinträchtigte Entwicklung erst nach dem dritten Lebensjahr manifest wird und wenn nicht in allen für die Diagnose Autismus geforderten psychopathologischen Bereichen (nämlich wechselseitige soziale Interaktionen, Kommunikation und eingeschränktes, stereotyp repetitives Verhalten) Auffälligkeiten nachweisbar sind, auch wenn charakteristische Abweichungen auf anderen Gebieten vorliegen. Atypischer Autismus tritt sehr häufig bei schwer retardierten bzw. unter einer schweren rezeptiven Störung der Sprachentwicklung leidenden Patienten auf.";"Soll eine Intelligenzminderung angegeben werden, ist eine zusätzliche Schlüsselnummer (F70-F79) zu benutzen. Im Krankenhaus sollte diese Information immer verschlüsselt werden, wenn sie vorliegt.";
"F84.2";"Rett-Syndrom";"N4T";"c";;;;"N";"4";"Dieses Zustandsbild wurde bisher nur bei Mädchen beschrieben nach einer scheinbar normalen frühen Entwicklung erfolgt ein teilweiser oder vollständiger Verlust der Sprache, der lokomotorischen Fähigkeiten und der Gebrauchsfähigkeiten der Hände gemeinsam mit einer Verlangsamung des Kopfwachstums. Der Beginn dieser Störung liegt zwischen dem 7. und 24. Lebensmonat. Der Verlust zielgerichteter Handbewegungen, Stereotypien in Form von Drehbewegungen der Hände und Hyperventilation sind charakteristisch. Sozial- und Spielentwicklung sind gehemmt, das soziale Interesse bleibt jedoch erhalten. Im 4. Lebensjahr beginnt sich eine Rumpfataxie und Apraxie zu entwickeln, choreo-athetoide Bewegungen folgen häufig. Es resultiert fast immer eine schwere Intelligenzminderung.";;
"F84.3";"Andere desintegrative Störung des Kindesalters";"N4T";"c";"Dementia infantilis Desintegrative Psychose Heller-Syndrom Symbiotische Psychose";"Exkl.: Rett-Syndrom (F84.2)";;"N";"4";"Diese Form einer tiefgreifenden Entwicklungsstörung ist - anders als das Rett-Syndrom - durch eine Periode einer zweifellos normalen Entwicklung vor dem Beginn der Krankheit definiert. Es folgt ein Verlust vorher erworbener Fertigkeiten verschiedener Entwicklungsbereiche innerhalb weniger Monate. Typischerweise wird die Störung von einem allgemeinen Interessenverlust an der Umwelt, von stereotypen, sich wiederholenden motorischen Manierismen und einer autismusähnlichen Störung sozialer Interaktionen und der Kommunikation begleitet. In einigen Fällen kann die Störung einer begleitenden Enzephalopathie zugeschrieben werden, die Diagnose ist jedoch anhand der Verhaltensmerkmale zu stellen.";"Soll eine begleitende neurologische Krankheit angegeben werden, ist eine zusätzliche Schlüsselnummer zu benutzen. Im Krankenhaus sollte diese Information immer verschlüsselt werden, wenn sie vorliegt.";
"F84.4";"überaktive Störung mit Intelligenzminderung und Bewegungsstereotypien";"N4T";"c";;;;"N";"4";"Dies ist eine schlecht definierte Störung von unsicherer nosologischer Validität. Diese Kategorie wurde für eine Gruppe von Kindern mit schwerer Intelligenzminderung (IQ unter 34) eingeführt, mit erheblicher Hyperaktivität, Aufmerksamkeitsstörungen und stereotypen Verhaltensweisen. Sie haben meist keinen Nutzen von Stimulanzien (anders als Kinder mit einem IQ im Normbereich) und können auf eine Verabreichung von Stimulanzien eine schwere dysphorische Reaktion - manchmal mit psychomotorischer Entwicklungsverzögerung - zeigen. In der Adoleszenz kann sich die Hyperaktivität in eine verminderte Aktivität wandeln, ein Muster, das bei hyperkinetischen Kindern mit normaler Intelligenz nicht üblich ist. Das Syndrom wird häufig von einer Vielzahl von umschriebenen oder globalen Entwicklungsverzögerungen begleitet. Es ist nicht bekannt, in welchem Umfang das Verhaltensmuster dem niedrigen IQ oder einer organischen Hirnschädigung zuzuschreiben ist.";;
"F84.5";"Asperger-Syndrom";"N4T";"c";"Autistische Psychopathie Schizoide Störung des Kindesalters";;;"N";"4";"Diese Störung von unsicherer nosologischer Validität ist durch dieselbe Form qualitativer Abweichungen der wechselseitigen sozialen Interaktionen, wie für den Autismus typisch, charakterisiert, zusammen mit einem eingeschränkten, stereotypen, sich wiederholenden Repertoire von Interessen und Aktivitäten. Die Störung unterscheidet sich vom Autismus in erster Linie durch fehlende allgemeine Entwicklungsverzögerung bzw. den fehlenden Entwicklungsrückstand der Sprache und der kognitiven Entwicklung. Die Störung geht häufig mit einer auffallenden Ungeschicklichkeit einher. Die Abweichungen tendieren stark dazu, bis in die Adoleszenz und das Erwachsenenalter zu persistieren. Gelegentlich treten psychotische Episoden im frühen Erwachsenenleben auf.";;
"F84.8";"Sonstige tiefgreifende Entwicklungsstörungen";"N4T";"c";;;;"N";"4";;;
"F84.9";"Tiefgreifende Entwicklungsstörung, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"F88";"Andere Entwicklungsstörungen";"M3T";"c";"Entwicklungsbedingte Agnosie";;;"M";"3";;;
"F89";"Nicht näher bezeichnete Entwicklungsstörung";"M3T";"c";"Entwicklungsstörung o.n.A.";;;"M";"3";;;
"(F90-F98)";"Verhaltens- und emotionale Störungen mit Beginn in der Kindheit und Jugend";"-1T";"p";;;;"-";"1";;;
"F90.-";"Hyperkinetische Störungen";"M3T";"c";;"Exkl.: Affektive Störungen (F30-F39) Angststörungen (F41.-, F93.0) Schizophrenie (F20.-) Tiefgreifende Entwicklungsstörungen (F84.-)";;"M";"3";"Diese Gruppe von Störungen ist charakterisiert durch einen frühen Beginn, meist in den ersten fünf Lebensjahren, einen Mangel an Ausdauer bei Beschäftigungen, die kognitiven Einsatz verlangen, und eine Tendenz, von einer Tätigkeit zu einer anderen zu wechseln, ohne etwas zu Ende zu bringen hinzu kommt eine desorganisierte, mangelhaft regulierte und überschießende Aktivität. Verschiedene andere Auffälligkeiten können zusätzlich vorliegen. Hyperkinetische Kinder sind oft achtlos und impulsiv, neigen zu Unfällen und werden oft bestraft, weil sie eher aus Unachtsamkeit als vorsätzlich Regeln verletzen. Ihre Beziehung zu Erwachsenen ist oft von einer Distanzstörung und einem Mangel an normaler Vorsicht und Zurückhaltung geprägt. Bei anderen Kindern sind sie unbeliebt und können isoliert sein. Beeinträchtigung kognitiver Funktionen ist häufig, spezifische Verzögerungen der motorischen und sprachlichen Entwicklung kommen überproportional oft vor. Sekundäre Komplikationen sind dissoziales Verhalten und niedriges Selbstwertgefühl.";;
"F90.0";"Einfache Aktivitäts- und Aufmerksamkeitsstörung";"M4T";"c";"Aufmerksamkeitsdefizit bei: . hyperaktivem Syndrom . Hyperaktivitätsstörung . Störung mit Hyperaktivität";"Exkl.: Hyperkinetische Störung des Sozialverhaltens (F90.1)";;"M";"4";;;
"F90.1";"Hyperkinetische Störung des Sozialverhaltens";"M4T";"c";"Hyperkinetische Störung verbunden mit Störung des Sozialverhaltens";;;"M";"4";;;
"F90.8";"Sonstige hyperkinetische Störungen";"N4T";"c";;;;"N";"4";;;
"F90.9";"Hyperkinetische Störung, nicht näher bezeichnet";"N4T";"c";"Hyperkinetische Reaktion der Kindheit oder des Jugendalters o.n.A. Hyperkinetisches Syndrom o.n.A.";;;"N";"4";;;
"F91.-";"Störungen des Sozialverhaltens";"M3T";"c";;"Exkl.: Affektive Störungen (F30-F39) Kombination mit emotionalen Störungen (F92.-) Kombination mit hyperkinetischen Störungen (F90.1) Schizophrenie (F20.-) Tiefgreifende Entwicklungsstörungen (F84.-)";;"M";"3";"Störungen des Sozialverhaltens sind durch ein sich wiederholendes und anhaltendes Muster dissozialen, aggressiven und aufsässigen Verhaltens charakterisiert. Dieses Verhalten übersteigt mit seinen gröberen Verletzungen die altersentsprechenden sozialen Erwartungen. Es ist also schwerwiegender als gewöhnlicher kindischer Unfug oder jugendliche Aufmüpfigkeit. Das anhaltende Verhaltensmuster muß mindestens sechs Monate oder länger bestanden haben. Störungen des Sozialverhaltens können auch bei anderen psychiatrischen Krankheiten auftreten, in diesen Fällen ist die zugrundeliegende Diagnose zu verwenden. P           Beispiele für Verhaltensweisen, welche diese Diagnose begründen, umfassen ein extremes Maß an Streiten oder Tyrannisieren, Grausamkeit gegenüber anderen Personen oder Tieren, erhebliche Destruktivität gegenüber Eigentum, Feuerlegen, Stehlen, häufiges Lügen, Schulschwänzen oder Weglaufen von zu Hause, ungewöhnlich häufige und schwere Wutausbrüche und Ungehorsam. Jedes dieser Beispiele ist bei erheblicher Ausprägung ausreichend für die Diagnose, nicht aber nur isolierte dissoziale Handlungen.";;
"F91.0";"Auf den familiären Rahmen beschränkte Störung des Sozialverhaltens";"N4T";"c";;;;"N";"4";"Diese Verhaltensstörung umfaßt dissoziales oder aggressives Verhalten (und nicht nur oppositionelles, aufsässiges oder trotziges Verhalten), das vollständig oder fast völlig auf den häuslichen Rahmen oder auf Interaktionen mit Mitgliedern der Kernfamilie oder der unmittelbaren Lebensgemeinschaft beschränkt ist. Für die Störung müssen die allgemeinen Kriterien für F91.- erfüllt sein. Schwer gestörte Eltern-Kind-Beziehungen sind für die Diagnose allein nicht ausreichend.";;
"F91.1";"Störung des Sozialverhaltens bei fehlenden sozialen Bindungen";"N4T";"c";"Nichtsozialisierte aggressive Störung Störung des Sozialverhaltens, nur aggressiver Typ";;;"N";"4";"Diese Störung ist charakterisiert durch die Kombination von andauerndem dissozialen oder aggressiven Verhalten, das die allgemeinen Kriterien für F91.- erfüllt und nicht nur oppositionelles, aufsässiges und trotziges Verhalten umfaßt, mit deutlichen und tiefgreifenden Abweichungen der Beziehungen des Betroffenen zu anderen Kindern.";;
"F91.2";"Störung des Sozialverhaltens bei vorhandenen sozialen Bindungen";"N4T";"c";"Gemeinsames Stehlen Gruppendelinquenz Schulschwänzen Störung des Sozialverhaltens in der Gruppe Vergehen im Rahmen einer Bandenmitgliedschaft";;;"N";"4";"Dieses Störung beinhaltet andauerndes dissoziales oder aggressives Verhalten, das die allgemeinen Kriterien für F91.- erfüllt und nicht nur oppositionelles, aufsässiges und trotziges Verhalten umfaßt, und bei Kindern auftritt, die allgemein gut in ihrer Altersgruppe eingebunden sind.";;
"F91.3";"Störung des Sozialverhaltens mit oppositionellem, aufsässigem Verhalten";"N4T";"c";;;;"N";"4";"Diese Verhaltensstörung tritt gewöhnlich bei jüngeren Kindern auf und ist in erster Linie durch deutlich aufsässiges, ungehorsames Verhalten charakterisiert, ohne delinquente Handlungen oder schwere Formen aggressiven oder dissozialen Verhaltens. Für diese Störung müssen die allgemeinen Kriterien für F91.- erfüllt sein: deutlich übermütiges oder ungezogenes Verhalten allein reicht für die Diagnosenstellung nicht aus. Vorsicht beim Stellen dieser Diagnose ist vor allem bei älteren Kindern geboten, bei denen klinisch bedeutsame Störungen des Sozialverhaltens meist mit dissozialem oder aggressivem Verhalten einhergehen, das über Aufsässigkeit, Ungehorsam oder Trotz hinausgeht.";;
"F91.8";"Sonstige Störungen des Sozialverhaltens";"N4T";"c";;;;"N";"4";;;
"F91.9";"Störung des Sozialverhaltens, nicht näher bezeichnet";"N4T";"c";"Kindheit: . Störung des Sozialverhaltens o.n.A. . Verhaltensstörung o.n.A.";;;"N";"4";;;
"F92.-";"Kombinierte Störung des Sozialverhaltens und der Emotionen";"M3T";"c";;;;"M";"3";"Diese Gruppe von Störungen ist durch die Kombination von anhaltendem aggressiven, dissozialen oder aufsässigen Verhalten charakterisiert mit offensichtlichen und eindeutigen Symptomen von Depression, Angst oder anderen emotionalen Störungen. Sowohl die Kriterien für Störungen des Sozialverhaltens im Kindesalter (F91.-) als auch für emotionale Störungen des Kindesalters (F93.-) bzw. für eine erwachsenentypische neurotische Störung (F40-F49) oder eine affektive Störung (F30-F39) müssen erfüllt sein.";;
"F92.0";"Störung des Sozialverhaltens mit depressiver Störung";"N4T";"c";"Störung des Sozialverhaltens (F91.-) mit depressiver Störung (F32.-)";;;"N";"4";"Diese Kategorie verlangt die Kombination einer Störung des Sozialverhaltens (F91.-) mit andauernder und deutlich depressiver Verstimmung (F32.-), die sich in auffälligem Leiden, Interessenverlust, mangelndem Vergnügen an alltäglichen Aktivitäten, Schulderleben und Hoffnungslosigkeit zeigt. Schlafstörungen und Appetitlosigkeit können gleichfalls vorhanden sein.";;
"F92.8";"Sonstige kombinierte Störung des Sozialverhaltens und der Emotionen";"N4T";"c";"Störungen des Sozialverhaltens (F91.-) mit: . emotionaler Störung (F93.-) . neurotischer Störung (F40-F49)";;;"N";"4";"Diese Kategorie verlangt die Kombination einer Störung des Sozialverhaltens (F91.-) mit andauernden und deutlichen emotionalen Symptomen wie Angst, Zwangsgedanken oder Zwangshandlungen, Depersonalisation oder Derealisation, Phobien oder Hypochondrie.";;
"F92.9";"Kombinierte Störung des Sozialverhaltens und der Emotionen, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"F93.-";"Emotionale Störungen des Kindesalters";"M3T";"c";;"Exkl.: Wenn mit einer Störung des Sozialverhaltens verbunden (F92.-)";;"M";"3";"Diese stellen in erster Linie Verstärkungen normaler Entwicklungstrends dar und weniger eigenständige, qualitativ abnorme Phänomene. Die Entwicklungsbezogenheit ist das diagnostische Schlüsselmerkmal für die Unterscheidung der emotionalen Störungen mit Beginn in der Kindheit (F93.-) von den neurotischen Störungen (F40-F48).";;
"F93.0";"Emotionale Störung mit Trennungsangst des Kindesalters";"N4T";"c";;"Exkl.: Affektive Störungen (F30-F39) Neurotische Störungen (F40-F48) Phobische Störung des Kindesalters (F93.1) Störung mit sozialer überempfindlichkeit des Kindesalters (F93.2)";;"N";"4";"Eine Störung mit Trennungsangst soll nur dann diagnostiziert werden, wenn die Furcht vor Trennung den Kern der Angst darstellt und wenn eine solche Angst erstmals während der frühen Kindheit auftrat. Sie unterscheidet sich von normaler Trennungsangst durch eine unübliche Ausprägung, eine abnorme Dauer über die typische Altersstufe hinaus und durch deutliche Probleme in sozialen Funktionen.";;
"F93.1";"Phobische Störung des Kindesalters";"N4T";"c";;"Exkl.: Generalisierte Angststörung (F41.1)";;"N";"4";"Es handelt sich um Befürchtungen in der Kindheit, die eine deutliche Spezifität für die entsprechenden Entwicklungsphasen aufweisen und in einem gewissen Ausmaß bei der Mehrzahl der Kinder auftreten, hier aber in einer besonderen Ausprägung. Andere in der Kindheit auftretende Befürchtungen, die nicht normaler Bestandteil der psychosozialen Entwicklung sind, wie z.B. die Agoraphobie sind unter der entsprechenden Kategorie in Abschnitt F40-F48 zu klassifizieren.";;
"F93.2";"Störung mit sozialer Ängstlichkeit des Kindesalters";"N4T";"c";"Vermeidende Störung in der Kindheit und Jugend";;;"N";"4";"Bei dieser Störung besteht ein Mißtrauen gegenüber Fremden und soziale Besorgnis oder Angst, in neuen, fremden oder sozial bedrohlichen Situationen. Diese Kategorie sollte nur verwendet werden, wenn solche Ängste in der frühen Kindheit auftreten und sie ungewöhnlich stark ausgeprägt sind und zu deutlichen Problemen in der sozialen Funktionsfähigkeit führen.";;
"F93.3";"Emotionale Störung mit Geschwisterrivalität";"N4T";"c";"Geschwistereifersucht";;;"N";"4";"Die Mehrzahl junger Kinder zeigt gewöhnlich ein gewisses Ausmaß emotionaler Störungen nach der Geburt eines unmittelbar nachfolgenden jüngeren Geschwisters. Eine emotionale Störung mit Geschwisterrivalität soll nur dann diagnostiziert werden, wenn sowohl das Ausmaß als auch die Dauer der Störung übermäßig ausgeprägt sind und mit Störungen der sozialen Interaktionen einhergehen.";;
"F93.8";"Sonstige emotionale Störungen des Kindesalters";"N4T";"c";"Identitätsstörung Störung mit überängstlichkeit";"Exkl.: Störung der Geschlechtsidentität des Kindesalters (F64.2)";;"N";"4";;;
"F93.9";"Emotionale Störung des Kindesalters, nicht näher bezeichnet";"N4T";"c";;;;"N";"4";;;
"F94.-";"Störungen sozialer Funktionen mit Beginn in der Kindheit und Jugend";"M3T";"c";;;;"M";"3";"Es handelt sich um eine etwas heterogene Gruppe von Störungen, mit Abweichungen in der sozialen Funktionsfähigkeit und Beginn in der Entwicklungszeit. Anders als die tiefgreifenden Entwicklungsstörungen sind sie jedoch nicht primär durch eine offensichtliche konstitutionelle soziale Beeinträchtigung oder Defizite in allen Bereichen sozialer Funktionen charakterisiert. In vielen Fällen spielen schwerwiegende Milieuschäden oder Deprivationen eine vermutlich entscheidende Rolle in der Ätiologie.";;
"F94.0";"Elektiver Mutismus";"N4T";"c";"Selektiver Mutismus";"Exkl.: Passagerer Mutismus als Teil einer Störung mit Trennungsangst bei jungen Kindern (F93.0) Schizophrenie (F20.-) Tiefgreifende Entwicklungsstörungen (F84.-) Umschriebene Entwicklungsstörungen des Sprechens und der Sprache (F80.-)";;"N";"4";"Dieser ist durch eine deutliche, emotional bedingte Selektivität des Sprechens charakterisiert, so daß das Kind in einigen Situationen spricht, in anderen definierbaren Situationen jedoch nicht. Diese Störung ist üblicherweise mit besonderen Persönlichkeitsmerkmalen wie Sozialangst, Rückzug, Empfindsamkeit oder Widerstand verbunden.";;
